"annee_consommation","meta_categorie_activite","categorie_activite","sous_categorie_activite","nombre_declaration","surface_declaree","consommation_declaree"
"2021","Culture","Culture et spectacles - Musée ou centre d'art sans protection patrimoniale","Musée ou centre d'art sans protection patrimoniale - Zone de conservation des collections avec contrôle climatique complet (température et hygrométrie)",21,91668,19026816
"2021","Culture","Culture et spectacles - Musée ou centre d'art sans protection patrimoniale","Musée ou centre d'art sans protection patrimoniale - Zone de conservation des collections sans contrôle hygrométrique",18,62340,6973332
"2021","Culture","Culture et spectacles - Salle de spectacles vivants sans protection patrimoniale","Bibliothèque, médiathèque et service d'archives - ERP - Salle de lecture, d'exposition, de conférences, hall d'accueil",4,14440,1636825
"2021","Culture","Culture et spectacles - Salle de spectacles vivants sans protection patrimoniale","Bureaux - Bureaux standards",3,6374,954335
"2021","Culture","Culture et spectacles - Salle de spectacles vivants sans protection patrimoniale","Salle de spectacles vivants sans protection patrimoniale - Administration et bureaux (Bureaux Standards)",77,238971,34419758
"2021","Culture","Culture et spectacles - Salle de spectacles vivants sans protection patrimoniale","Salle de spectacles vivants sans protection patrimoniale - Atelier et zone technique",23,114238,11296417
"2021","Culture","Culture et spectacles - Salle de spectacles vivants sans protection patrimoniale","Salle de spectacles vivants sans protection patrimoniale - Foyer et zone de convivialité",15,16490,1337787
"2021","Culture","Culture et spectacles - Salle de spectacles vivants sans protection patrimoniale","Salle de spectacles vivants sans protection patrimoniale - Loge des artistes",3,2877,233759
"2021","Culture","Culture et spectacles - Salle de spectacles vivants sans protection patrimoniale","Salle de spectacles vivants sans protection patrimoniale - Salle de spectacle et de répétition",968,2048038,260805658
"2021","Culture","Culture et spectacles - Salle de spectacles vivants sans protection patrimoniale","Salle de spectacles vivants sans protection patrimoniale - Valeur par défaut",1055,2812516,336944070
"2021","Culture","Culture et spectacles - Salle de spectacles vivants sans protection patrimoniale","Salle de spectacles vivants sans protection patrimoniale - Zone d'accueil du public",36,107904,15257355
"2021","Culture","Culture et spectacles - Salle de spectacles vivants sans protection patrimoniale","Salle de spectacles vivants sans protection patrimoniale - Zone de stockage sans contrôle hygrométrique",10,21275,1906769
"2021","Enseignement","Enseignement - Formation continue pour adultes","Formation continue pour adultes - Administration et bureaux (Bureaux Standards)",128,301939,36215401
"2021","Enseignement","Enseignement - Formation continue pour adultes","Formation continue pour adultes - Amphithéâtre, Auditorium, Salles de conférences",10,34311,4512331
"2021","Enseignement","Enseignement - Formation continue pour adultes","Formation continue pour adultes - Ateliers et Halles techniques avec Process",174,625162,71680089
"2021","Enseignement","Enseignement - Formation continue pour adultes","Formation continue pour adultes - Salles de formation et d'enseignement banalisé - Avec Process",219,1480912,245107288
"2021","Enseignement","Enseignement - Formation continue pour adultes","Formation continue pour adultes - Salles de formation et d'enseignement banalisé - Sans Process",267,616645,76518325
"2021","Enseignement","Enseignement - Formation continue pour adultes","Formation continue pour adultes - Valeur par défaut",354,771499,92379269
"2021","Enseignement","Enseignement Primaire","Accueil petite enfance - Crèche",3,5841,510128
"2021","Enseignement","Enseignement Primaire","Bureaux - Bureaux standards",13,63272,13227161
"2021","Enseignement","Enseignement Primaire","Enseignement Primaire - Administration et bureaux (Bureaux Standards)",371,824226,108462470
"2021","Enseignement","Enseignement Primaire","Enseignement Primaire - Internat primaire",9,29518,3770523
"2021","Enseignement","Enseignement Primaire","Enseignement Primaire - Salles d'enseignement Elémentaire",4410,11107150,1347613274
"2021","Enseignement","Enseignement Primaire","Enseignement Primaire - Salles d'enseignement Maternelle",2144,3588401,432864115
"2021","Enseignement","Enseignement Primaire","Enseignement Primaire - Salles multi activité et Périscolaire",740,1178678,146779709
"2021","Enseignement","Enseignement Primaire","Enseignement Primaire - Valeur par défaut",4308,10187362,1138660118
"2021","Enseignement","Enseignement Primaire","Enseignement Secondaire - Collège - Salles d'enseignements généraux",5,21310,2341111
"2021","Enseignement","Enseignement Primaire","Gymnase (applicable à : Cesta punta, Salle d'escalade, Squash ou Tennis couvert…)",11,56627,7053322
"2021","Enseignement","Enseignement Primaire","Restauration collective scolaire et universitaire",15,27965,3722321
"2021","Enseignement","Enseignement Primaire","Salle de spectacles vivants sans protection patrimoniale - Salle de spectacle et de répétition",9,16592,1557812
"2021","Enseignement","Enseignement Primaire","Salle de sport collectif (Basket ball, Hand ball, Volley ball, Futsal…)",15,98580,11826431
"2021","Enseignement","Enseignement Primaire","Salle de sport de cours collectifs (fitness, pilates…)",3,17504,2161510
"2021","Enseignement","Enseignement Secondaire","Enseignement Primaire - Salles d'enseignement Elémentaire",5,13738,1373533
"2021","Enseignement","Enseignement Secondaire","Enseignement Secondaire - Administration et bureaux (Bureaux Standards)",98,713471,81243987
"2021","Enseignement","Enseignement Secondaire","Enseignement Secondaire - Collège - Salles d'enseignements généraux",2557,14827256,1551060383
"2021","Enseignement","Enseignement Secondaire","Enseignement Secondaire - Collège - Salles d'enseignements professionnels adaptés",14,105372,12570003
"2021","Enseignement","Enseignement Secondaire","Enseignement Secondaire - Etablissement régional d'enseignement adapté",119,1322817,178624008
"2021","Enseignement","Enseignement Secondaire","Enseignement Secondaire - Internat secondaire",123,578300,75780676
"2021","Enseignement","Enseignement Secondaire","Enseignement Secondaire - Lycée d'enseignement général (LG) ou Salles d'enseignement banalisé - Toutes séries confondues",1076,16440677,1782491512
"2021","Enseignement","Enseignement Secondaire","Enseignement Secondaire - Lycée d'enseignement général et techhnologique agricole - Lycée d'enseignement professionnel agricole",206,2257603,264695600
"2021","Enseignement","Enseignement Secondaire","Enseignement Secondaire - Lycée d'enseignement professionnel",709,8532494,879704929
"2021","Enseignement","Enseignement Secondaire","Enseignement Secondaire - Salles de TP",65,464465,56441093
"2021","Enseignement","Enseignement Secondaire","Enseignement Secondaire - Valeur par défaut",2496,17351036,1773413000
"2021","Enseignement","Enseignement Secondaire","Formation continue pour adultes - Ateliers et Halles techniques avec Process",3,46886,5298516
"2021","Enseignement","Enseignement Secondaire","Gymnase (applicable à : Cesta punta, Salle d'escalade, Squash ou Tennis couvert…)",4,14161,1199616
"2021","Enseignement","Enseignement Secondaire","Restauration collective scolaire et universitaire",3,14746,1177488
"2021","Enseignement","Enseignement Supérieur","Enseignement Supérieur - Administration et bureaux (Bureaux Standards)",140,1426920,219285177
"2021","Enseignement","Enseignement Supérieur","Enseignement Supérieur - Amphithéâtre, Auditorium, Salles de conférences",32,144084,18528986
"2021","Enseignement","Enseignement Supérieur","Enseignement Supérieur - Ateliers et Halles techniques avec Process",40,213909,29519512
"2021","Enseignement","Enseignement Supérieur","Enseignement Supérieur - Salles de formation, d'enseignement ou de TP",110,683590,90142552
"2021","Enseignement","Enseignement Supérieur","Enseignement Supérieur - Salles de formation, d'enseignement ou de vie de campus - Sans Process",440,2860348,407972563
"2021","Enseignement","Enseignement Supérieur","Enseignement Supérieur - Valeur par défaut",752,4664655,625257970
"2021","Evenementiel","Parc d'expositions","Parc d'expositions - Administration et bureaux (Bureaux Standards)",4,16209,2639129
"2021","Evenementiel","Parc d'expositions","Parc d'expositions - Halles d'expositions",68,789881,58403119
"2021","Evenementiel","Parc d'expositions","Parc d'expositions - Valeur par défaut",46,737610,59025119
"2021","Evenementiel","Sports","Bureaux - Bureaux standards",3,24229,3033333
"2021","Evenementiel","Sports","Centre équestre",27,85497,2470437
"2021","Evenementiel","Sports","Enseignement Primaire - Salles d'enseignement Elémentaire",4,17686,2797075
"2021","Evenementiel","Sports","Entrepôt ou messagerie sans besoin de maintien en température du produit (avec ou sans maintien hors-gel des locaux)",5,15518,2725329
"2021","Evenementiel","Sports","Gymnase (applicable à : Cesta punta, Salle d'escalade, Squash ou Tennis couvert…)",1912,4445233,434389907
"2021","Evenementiel","Sports","Patinoire, dont vestiaires, douches et sanitaires",44,239890,81278829
"2021","Evenementiel","Sports","Piscine, dont vestiaires, douches et sanitaires",768,2390543,1362592965
"2021","Evenementiel","Sports","Récupération sportive (Massage - Cryothérapie en bassin ou cabine), Sauna, Hammam",5,50710,18219624
"2021","Evenementiel","Sports","Salle d'athlétisme couverte",13,79860,5883695
"2021","Evenementiel","Sports","Salle de danse",62,50500,5554511
"2021","Evenementiel","Sports","Salle de spectacles vivants sans protection patrimoniale - Salle de spectacle et de répétition",8,24197,4197135
"2021","Evenementiel","Sports","Salle de sport collectif (Basket ball, Hand ball, Volley ball, Futsal…)",2214,5304510,511779818
"2021","Evenementiel","Sports","Salle de sport de combat (Dojo)",130,203438,21314819
"2021","Evenementiel","Sports","Salle de sport de cours collectifs (fitness, pilates…)",330,608271,58632746
"2021","Evenementiel","Sports","Salle de sport de pratique individuelle (Machines cardio et musculation)",657,878964,90752553
"2021","Evenementiel","Sports","Sports - Administration et bureaux (bureaux standards)",165,195720,27117653
"2021","Evenementiel","Sports","Sports - Valeur par défaut",1740,4381568,513399580
"2021","Evenementiel","Sports","Sports - Vestiaires, douches et sanitaires (sauf vestiaires de piscines et patinoires)",485,588434,79990941
"2021","Evenementiel","Sports","Stade/vélodrome - couvert",82,310281,29208193
"2021","Evenementiel","Sports","Stade/vélodrome, Hippodrome et Cynodrome - non couvert",171,935154,113535294
"2021","Evenementiel","Sports","Stand de tir",19,69278,2013716
"2021","Halles","Halles et marchés couverts","Halles et marchés couverts (Valeur par défaut)",105,220446,22353159
"2021","Halles","Halles et marchés couverts","Halles et marchés couverts - Etale ou stand alimentaire",34,77125,8586145
"2021","Halles","Halles et marchés couverts","Halles et marchés couverts - Etale ou stand non-alimentaire",6,31332,2977243
"2021","Halles","Halles et marchés couverts","Halles et marchés couverts - Partie commune (mail et locaux technique)",14,26765,3192406
"2021","Hébergement touristique","Hébergement touristique de courte durée (auberge de jeunesse, centre-sportif, colonies de vacances, gîte d'étape et refuge de montagne)","Hébergement touristique de courte durée - Administration et bureaux (bureaux standards)",16,51378,5319349
"2021","Hébergement touristique","Hébergement touristique de courte durée (auberge de jeunesse, centre-sportif, colonies de vacances, gîte d'étape et refuge de montagne)","Hébergement touristique de courte durée - Sanitaires et zone de couchages",203,544896,67953050
"2021","Hébergement touristique","Hébergement touristique de courte durée (auberge de jeunesse, centre-sportif, colonies de vacances, gîte d'étape et refuge de montagne)","Hébergement touristique de courte durée - Valeur par défaut",382,1036827,118381737
"2021","Hébergement touristique","Hébergement touristique de courte durée (auberge de jeunesse, centre-sportif, colonies de vacances, gîte d'étape et refuge de montagne)","Hébergement touristique de courte durée - Zone de restauration",13,17059,2093416
"2021","Hébergement touristique","Résidences de tourisme et villages ou clubs de vacances","Résidence de tourisme, ERP, 2 étoiles - Appartements et services (hors restauration)",17,70278,10485083
"2021","Hébergement touristique","Résidences de tourisme et villages ou clubs de vacances","Résidence de tourisme, ERP, 3 étoiles - Appartements et services (hors restauration)",62,288225,31113078
"2021","Hébergement touristique","Résidences de tourisme et villages ou clubs de vacances","Résidence de tourisme, ERP, 4 étoiles - Appartements et services (hors restauration)",34,199191,39577115
"2021","Hébergement touristique","Résidences de tourisme et villages ou clubs de vacances","Résidence de tourisme, ERP, 5 étoiles et plus - Appartements et services (hors restauration)",4,16541,2528524
"2021","Hébergement touristique","Résidences de tourisme et villages ou clubs de vacances","Résidences de tourisme, ERP, 1 étoile et non classé - Appartements et services (hors restauration)",17,55200,6889652
"2021","Hébergement touristique","Résidences de tourisme et villages ou clubs de vacances","Résidences de tourisme, village ou club de vacances, ERP - Administration et bureaux (bureaux standard)",11,34311,2428127
"2021","Hébergement touristique","Résidences de tourisme et villages ou clubs de vacances","Résidences de tourisme, village ou club de vacances, ERP - Piscine intérieure",19,86149,37693946
"2021","Hébergement touristique","Résidences de tourisme et villages ou clubs de vacances","Résidences de tourisme, village ou club de vacances, ERP - Sauna et Hammam",4,2449,1027038
"2021","Hébergement touristique","Résidences de tourisme et villages ou clubs de vacances","Résidences de tourisme, village ou club de vacances, ERP - Valeur par défaut",193,1246904,133020796
"2021","Hébergement touristique","Résidences de tourisme et villages ou clubs de vacances","Village ou club de vacances, ERP, 1 étoile et non classé - Chambres et services (hors restauration)",7,17712,2004933
"2021","Hébergement touristique","Résidences de tourisme et villages ou clubs de vacances","Village ou club de vacances, ERP, 3 étoiles - Chambres et services (hors restauration)",39,207445,19168829
"2021","Hébergement touristique","Résidences de tourisme et villages ou clubs de vacances","Village ou club de vacances, ERP, 4 étoiles - Chambres et services (hors restauration)",6,25596,2871081
"2021","Hébergement touristique","Terrain de camping et parcs pour caravanes ou véhicules de loisirs","Terrain de camping - Administration et bureaux (Bureaux Standards)",6,7209,1019801
"2021","Hébergement touristique","Terrain de camping et parcs pour caravanes ou véhicules de loisirs","Terrain de camping - Blocs sanitaires",8,5148,1411662
"2021","Hébergement touristique","Terrain de camping et parcs pour caravanes ou véhicules de loisirs","Terrain de camping - Valeur par défaut",37,94701,14072556
"2021","Hôtels","Hôtellerie","Hôtel - Administration et bureaux (bureaux standards)",24,59066,10208424
"2021","Hôtels","Hôtellerie","Hôtel - Piscine extérieure chauffée",10,30144,3801143
"2021","Hôtels","Hôtellerie","Hôtel - Piscine intérieure",15,51765,12519604
"2021","Hôtels","Hôtellerie","Hôtel - Sauna et Hammam",6,24408,5866221
"2021","Hôtels","Hôtellerie","Hôtel - Valeur par défaut",1071,3453375,573397156
"2021","Hôtels","Hôtellerie","Hôtel 1 étoile et non classé - Chambres et services",218,327238,56657170
"2021","Hôtels","Hôtellerie","Hôtel 2 étoiles - Chambres et services",517,993714,136979340
"2021","Hôtels","Hôtellerie","Hôtel 3 étoiles - Chambres et services",1206,3047408,447127313
"2021","Hôtels","Hôtellerie","Hôtel 4 étoiles- Chambres et services",749,3588267,631019095
"2021","Hôtels","Hôtellerie","Hôtel 5 étoiles et plus - Chambres et services",176,1181302,276126534
"2021","Imprimerie","Imprimerie et reprographie","Imprimerie et reprographie - Administration et bureaux (Bureaux Standards)",26,55343,9699630
"2021","Imprimerie","Imprimerie et reprographie","Imprimerie et reprographie - Atelier d'imprimerie numérique",55,132449,31966456
"2021","Imprimerie","Imprimerie et reprographie","Imprimerie et reprographie - Atelier d'imprimerie offset",25,94266,32594857
"2021","Imprimerie","Imprimerie et reprographie","Imprimerie et reprographie - Local de stockage de matières premières et produits finis",13,62880,13935441
"2021","Imprimerie","Imprimerie et reprographie","Imprimerie et reprographie - Valeur par défaut",54,93810,38379036
"2021","Justice","Justice - Etablissements pénitentiaires","Etablissements pénitentiaires - Locaux hors zone de détention",27,334263,96556408
"2021","Justice","Justice - Etablissements pénitentiaires","Etablissements pénitentiaires - Zone de détention",34,420039,109755544
"2021","Justice","Justice - Protection Judiciaire de la Jeunesse","Protection Judiciaire de la Jeunesse - Hébergement des mineurs",19,70100,13117523
"2021","Justice","Justice - Protection Judiciaire de la Jeunesse","Protection Judiciaire de la Jeunesse - Valeur par défaut",9,22644,4050008
"2021","Justice","Justice - Tribunaux","Tribunaux - Administration et bureaux (Bureaux standards)",183,701577,106044742
"2021","Justice","Justice - Tribunaux","Tribunaux - Valeur par défaut",24,150510,20238506
"2021","Laboratoires","Laboratoires (hors périmètre médical : étalonnage, suivi écologique…)","Laboratoire - Administration et bureaux (Bureaux Standards)",64,148737,54758371
"2021","Laboratoires","Laboratoires (hors périmètre médical : étalonnage, suivi écologique…)","Laboratoire - Valeur par défaut",166,537643,181519281
"2021","Laboratoires","Laboratoires (hors périmètre médical : étalonnage, suivi écologique…)","Laboratoire - Zone laboratoire",66,418017,135581162
"2021","Local vacant","Local vacant","Local vacant",326,887824,87170435
"2021","Logistique","Logistique","Entrepôt ou messagerie sans besoin de maintien en température du produit (avec ou sans maintien hors-gel des locaux)",6928,48019888,3954363803
"2021","Logistique","Logistique","Entrepôt à température ambiante (évolution libre entre +12°C et +26°C) ou avec maintien hors-gel pour les besoins du produit",423,4102677,325878848
"2021","Logistique","Logistique","Logistique - Administration et bureaux (bureaux standards)",951,3452307,350689974
"2021","Logistique","Logistique","Logistique - Valeur par défaut",2206,14215396,1161764307
"2021","Logistique","Logistique","Logistique de froid négatif (Référence -18°C)",237,1484532,534742622
"2021","Logistique","Logistique","Logistique ou messagerie température dirigée +12 à +17°C - produits frais (référence à +15°C)",323,2285947,238949459
"2021","Logistique","Logistique","Logistique ou messagerie température dirigée froid positif +1 à +8°C - produits frais (référence à +3°C)",436,3073572,642251205
"2021","Nuit & Loisirs","Etablissement de nuit et de loisirs","Etablissement de nuit et de loisirs - Administration et bureaux (Bureaux Standards)",27,81402,22696853
"2021","Nuit & Loisirs","Etablissement de nuit et de loisirs","Etablissement de nuit et de loisirs - Bowling",31,99220,7168168
"2021","Nuit & Loisirs","Etablissement de nuit et de loisirs","Etablissement de nuit et de loisirs - Casino",105,344700,123332272
"2021","Nuit & Loisirs","Etablissement de nuit et de loisirs","Etablissement de nuit et de loisirs - Discothèque",19,23303,1561991
"2021","Nuit & Loisirs","Etablissement de nuit et de loisirs","Etablissement de nuit et de loisirs - Escape Game",13,4547,387778
"2021","Nuit & Loisirs","Etablissement de nuit et de loisirs","Etablissement de nuit et de loisirs - Espace Aqua ludique",11,33797,11084148
"2021","Nuit & Loisirs","Etablissement de nuit et de loisirs","Etablissement de nuit et de loisirs - Espace récréatif pour enfants",146,200232,19352036
"2021","Nuit & Loisirs","Etablissement de nuit et de loisirs","Etablissement de nuit et de loisirs - Laser Game",6,6292,226969
"2021","Nuit & Loisirs","Etablissement de nuit et de loisirs","Etablissement de nuit et de loisirs - Valeur par défaut",158,293462,46799415
"2021","Parc à thèmes","Parc d'attractions et parc à thèmes","Parc d'attractions et parc à thèmes - Administration et bureaux (Bureaux Standards)",7,17798,6322022
"2021","Parc à thèmes","Parc d'attractions et parc à thèmes","Parc d'attractions et parc à thèmes - Attraction bâtiment semi-ouvert",5,115213,27894006
"2021","Parc à thèmes","Parc d'attractions et parc à thèmes","Parc d'attractions et parc à thèmes - Valeur par défaut",126,418817,127061772
"2021","Parties communes CC","Parties communes des centres commerciaux et des galeries commerciales","C Commercial et G Commerciale (Valeur par défaut)",409,1179248,180506330
"2021","Parties communes CC","Parties communes des centres commerciaux et des galeries commerciales","C Commercial et G Commerciale - Administration et bureaux",15,17753,1713400
"2021","Parties communes CC","Parties communes des centres commerciaux et des galeries commerciales","C Commercial et G Commerciale - Zones accessibles au public",467,1387633,240084921
"2021","Parties communes CC","Parties communes des centres commerciaux et des galeries commerciales","C Commercial et G Commerciale - Zones techniques Commerces",30,42871,8125798
"2021","Restauration","Restauration - Débit de boissons","Bar et café (sans restauration)",59,36217,8093135
"2021","Restauration","Restauration - Débit de boissons","Cafétéria (service de boissons chaudes, sandwiches et plats à réchauffer au micro-ondes)",121,114063,40360281
"2021","Restauration","Restauration - Débit de boissons","Restaurant gastronomique",32,46616,12674705
"2021","Restauration","Restauration - Débit de boissons","Restaurant traditionnel ou Brasserie",621,319369,105150351
"2021","Restauration","Restauration - Débit de boissons","Restauration - Valeur par défaut",664,493062,142677384
"2021","Restauration","Restauration - Débit de boissons","Restauration collective - Cuisine centrale",99,183247,75629211
"2021","Restauration","Restauration - Débit de boissons","Restauration collective avec services - Restauration inter-entreprises",130,197382,51002143
"2021","Restauration","Restauration - Débit de boissons","Restauration collective scolaire et universitaire",507,540666,122769064
"2021","Restauration","Restauration - Débit de boissons","Restauration en service continu en libre-service (avec plateaux) - Self",4,1959,640911
"2021","Restauration","Restauration - Débit de boissons","Restauration et débit de boissons - Réserve - Température ambiante",11,14446,9507225
"2021","Restauration","Restauration - Débit de boissons","Restauration et débits de boisson - Réserve et/ou meubles froid négatif",4,1670,368534
"2021","Restauration","Restauration - Débit de boissons","Restauration et débits de boisson - Réserve et/ou meubles froid positif",10,16177,11139822
"2021","Restauration","Restauration - Débit de boissons","Restauration et débits de boissons - Administration et bureaux (bureaux standard)",35,49661,10659720
"2021","Restauration","Restauration - Débit de boissons","Restauration rapide commerciale continue (Burger - Salade - Kebab, …)",661,202479,133404196
"2021","Restauration","Restauration - Débit de boissons","Restauration rapide debout (Sandwicherie)",40,12438,3925778
"2021","Restauration","Restauration - Débit de boissons","Restauration sans service à la place (vente emportée ou livrée)",37,15893,4154949
"2021","Santé","Santé - Centres Hospitaliers","Centres Hospitaliers - Administration non intégrée dans un service de soins (Bureaux Standards)",198,4331996,1273849814
"2021","Santé","Santé - Centres Hospitaliers","Centres Hospitaliers - Blanchisserie",13,89912,76976084
"2021","Santé","Santé - Centres Hospitaliers","Centres Hospitaliers - Blocs opératoires (blocs opératoires programmés et blocs opératoires d'urgence)",19,267915,77404031
"2021","Santé","Santé - Centres Hospitaliers","Centres Hospitaliers - Consultation",351,1899285,494489996
"2021","Santé","Santé - Centres Hospitaliers","Centres Hospitaliers - Hospitalisation ambulatoire",98,208811,47524633
"2021","Santé","Santé - Centres Hospitaliers","Centres Hospitaliers - Hospitalisation conventionnelle",548,11932196,3431690426
"2021","Santé","Santé - Centres Hospitaliers","Centres Hospitaliers - Imageries médicales (mammographie, tomographie, échographie, radiographie, IRM…)",30,28240,11576636
"2021","Santé","Santé - Centres Hospitaliers","Centres Hospitaliers - Laboratoires classés P2, P3, P4",3,9098,4623107
"2021","Santé","Santé - Centres Hospitaliers","Centres Hospitaliers - Laboratoires courants",20,23303,6682143
"2021","Santé","Santé - Centres Hospitaliers","Centres Hospitaliers - Restauration collective - Cuisine centrale (plateau repas)",15,46248,22801069
"2021","Santé","Santé - Centres Hospitaliers","Centres Hospitaliers - Restauration collective avec services - Restauration collective inter-entreprises",3,1910,359732
"2021","Santé","Santé - Centres Hospitaliers","Centres Hospitaliers - Rééducation fonctionnelle - Kinésithérapie (SSR, thermothérapie, massages…)",141,1128255,235986026
"2021","Santé","Santé - Centres Hospitaliers","Centres Hospitaliers - Salles blanches (pharmacie, chimiothérapie, dialyse, oxygénothérapie, prélèvements d'organes…)",5,4415,717717
"2021","Santé","Santé - Centres Hospitaliers","Centres Hospitaliers - Valeur par défaut",952,17922688,4498852211
"2021","Santé","Santé - Centres Hospitaliers","Centres Hospitaliers - Zone accueil public",46,568553,143520346
"2021","Santé","Santé - Centres Hospitaliers","Etablissement d'hébergement pour personnes âgées dépendantes (EHPAD) - Zones de vie",18,347847,81042996
"2021","Santé","Santé - Centres Hospitaliers","Local vacant",5,231512,36168326
"2021","Santé","Santé - Centres Hospitaliers","Stationnement en infrastructure (Sous-sol en ventilation mécanique)",4,112220,32739931
"2021","Santé","Santé - Etablissements médico-sociaux","Centre médical (Maison médicale - Protection Maternelle et Infantile)",116,124362,17927127
"2021","Santé","Santé - Etablissements médico-sociaux","Centre médical spécialisé pour enfants et adolescents (CAMSP - CMPP)",78,152730,22149977
"2021","Santé","Santé - Etablissements médico-sociaux","Entrepôt ou messagerie sans besoin de maintien en température du produit (avec ou sans maintien hors-gel des locaux)",4,16538,3102405
"2021","Santé","Santé - Etablissements médico-sociaux","Etablissement d'hébergement pour personnes âgées dépendantes (EHPAD) - Zones de vie",3339,16154048,2914612184
"2021","Santé","Santé - Etablissements médico-sociaux","Etablissement d'hébergement social ou médico-social de mineurs en difficultés (MECS) - Zones de vie",241,594829,107263771
"2021","Santé","Santé - Etablissements médico-sociaux","Etablissement de Balnéothérapie - Bassins et piscines (dont vestiaires et douches)",7,27205,15523211
"2021","Santé","Santé - Etablissements médico-sociaux","Etablissement de Balnéothérapie - Zone de soins (massages, sauna et hammam)",4,18195,7632973
"2021","Santé","Santé - Etablissements médico-sociaux","Etablissement de prise en charge pour les enfants et adolescents (IEM - EEAP - IME - IDA - IDV - ITEP) - Zones de vie",690,2273011,361516300
"2021","Santé","Santé - Etablissements médico-sociaux","Etablissement médicalisé d'hébergement permanent pour adultes dépendants (MAS - FAM/EAM) - Zones de vie",797,2725112,506138468
"2021","Santé","Santé - Etablissements médico-sociaux","Etablissement médico-social - Administration et bureaux (bureaux standards)",366,686704,111168022
"2021","Santé","Santé - Etablissements médico-sociaux","Etablissement médico-social - Laverie",58,282295,69368404
"2021","Santé","Santé - Etablissements médico-sociaux","Etablissement médico-social - Restauration collective avec services",37,123380,23430177
"2021","Santé","Santé - Etablissements médico-sociaux","Etablissements médico-sociaux - Valeur par défaut",2929,10650609,1863805597
"2021","Santé","Santé - Santé libérale","Santé libérale - Administration et bureaux (Bureaux Standards)",90,64316,8656326
"2021","Santé","Santé - Santé libérale","Santé libérale - Autre activité de santé libérale sans process (y compris accueil et salle d'attente associés)",4,782,47298
"2021","Santé","Santé - Santé libérale","Santé libérale - Imagerie médicale",34,21347,5417490
"2021","Santé","Santé - Santé libérale","Santé libérale - Kinésithérapie, Rééducation fonctionnelle (y compris accueil et salle d'attente associés)",87,50177,8073897
"2021","Santé","Santé - Santé libérale","Santé libérale - Laboratoire médical (y compris accueil et salle d'attente associés)",69,60530,16197478
"2021","Santé","Santé - Santé libérale","Santé libérale - Ophtalmologie (y compris accueil et salle d'attente associés)",21,14735,1711517
"2021","Santé","Santé - Santé libérale","Santé libérale - Prestations dentaires (y compris accueil et salle d'attente associés)",106,25644,3418006
"2021","Santé","Santé - Santé libérale","Santé libérale - Valeur par défaut",422,470577,99140889
"2021","Serveurs & IT","Salles serveurs et centres d'exploitation informatique","Grand Data Center (surface de salle IT comprise entre 5 000 m² à 10 000 m²)",15,121404,390180738
"2021","Serveurs & IT","Salles serveurs et centres d'exploitation informatique","Mini Data Center (surface de salle IT comprise entre 100 et 500 m²)",27,12734,24705403
"2021","Serveurs & IT","Salles serveurs et centres d'exploitation informatique","Moyen Data Center (surface de salle IT comprise entre 1 000 m² à 5 000 m²)",86,329654,785798272
"2021","Serveurs & IT","Salles serveurs et centres d'exploitation informatique","Petit Data Center (surface de salle IT comprise entre 500 et 1 000 m²)",38,57419,117559242
"2021","Serveurs & IT","Salles serveurs et centres d'exploitation informatique","Salle serveur & Data Center - Valeur par défaut",14,52755,73318083
"2021","Serveurs & IT","Salles serveurs et centres d'exploitation informatique","Salle serveurs (surface de salle IT comprise entre 20 et 100 m²)",11,12663,16071097
"2021","Serveurs & IT","Salles serveurs et centres d'exploitation informatique","Très grand Data Center (surface de salle IT supérieure à 10 000 m²)",14,201790,455377387
"2021","Stationnement","Stationnement","Stationnement - Aire de lavage (en infra ou superstructure)",5,6260,516229
"2021","Stationnement","Stationnement","Stationnement - Valeur par défaut",257,2319816,51989357
"2021","Stationnement","Stationnement","Stationnement en infrastructure (Sous-sol en ventilation mécanique)",706,9403357,316019737
"2021","Stationnement","Stationnement","Stationnement en superstructure (Silo en ventilation naturelle, Parc de stationnement largement ventilé)",176,2469293,100945430
"2021","Transport","Transport aérien de voyageurs - Site aéroporturaire","Transport aérien de voyageurs - Administration et bureaux (Bureaux Standards)",114,260596,40058253
"2021","Transport","Transport aérien de voyageurs - Site aéroporturaire","Transport aérien de voyageurs - Hangars de maintenance aéronautique",49,351629,51263435
"2021","Transport","Transport aérien de voyageurs - Site aéroporturaire","Transport aérien de voyageurs - Valeur par défaut",21,86150,9845978
"2021","Transport","Transport aérien de voyageurs - Site aéroporturaire","Transport aérien de voyageurs - Zones passagers et parties communes de la zone commerciale",86,1470630,316639880
"2021","Transport","Transport ferroviaire et guidé de voyageurs","Transport ferroviaire et guidé de voyageurs - Ateliers de maintenance du matériel roulant - N 1 à 3",33,296979,42756857
"2021","Transport","Transport ferroviaire et guidé de voyageurs","Transport ferroviaire et guidé de voyageurs - Ateliers de maintenance du matériel roulant - N 1 à 4",10,90545,14175933
"2021","Transport","Transport ferroviaire et guidé de voyageurs","Transport ferroviaire et guidé de voyageurs - Valeur par défaut",2276,4888131,832075846
"2021","Transport","Transport ferroviaire et guidé de voyageurs","Transport ferroviaire et guidé de voyageurs - Zones Voyageurs aériennes",24,241647,29732023
"2021","Transport","Transport ferroviaire et guidé de voyageurs","Transport ferroviaire et guidé de voyageurs - Zones de remisage couvertes",36,313430,34683330
