"annee_consommation","meta_categorie_activite","categorie_activite","sous_categorie_activite","nombre_declaration","surface_declaree","consommation_declaree"
"2023","Commerce non alimentaire","Commerce - Grande Surface Spécialisée - Equipement de la maison","GSS - Zone de réserve Equipement de la maison - Température ambiante",29,91308,6913826
"2023","Commerce non alimentaire","Commerce - Grande Surface Spécialisée - Equipement de la maison","GSS - Zone de vente - Ameublement, Cuisines et Salles de bains, Art de la table",442,1485083,114923362
"2023","Commerce non alimentaire","Commerce - Grande Surface Spécialisée - Equipement de la maison","GSS - Zone de vente - Electroménager",263,1089372,66658677
"2023","Commerce non alimentaire","Commerce - Grande Surface Spécialisée - Equipement de la maison","GSS - Zone de vente - Jardinerie",81,251608,20722945
"2023","Commerce non alimentaire","Commerce - Grande Surface Spécialisée - Equipement de la maison","GSS - Zone de vente - Luminaires",46,36903,3720889
"2023","Commerce non alimentaire","Commerce - Grande Surface Spécialisée - Equipement de la personne et loisirs","GSS - Administration et bureaux",5,22582,1591136
"2023","Commerce non alimentaire","Commerce - Grande Surface Spécialisée - Equipement de la personne et loisirs","GSS - Equipement de la personne et Loisirs (Valeur par défaut)",819,1657677,157848552
"2023","Commerce non alimentaire","Commerce - Grande Surface Spécialisée - Equipement de la personne et loisirs","GSS - Zone de réserve Equipement de la personne et loisirs - Température ambiante",19,32433,2516670
"2023","Commerce non alimentaire","Commerce - Grande Surface Spécialisée - Equipement de la personne et loisirs","GSS - Zone de vente - Culture, Média et Loisirs (Librairie, téléphonie, produits culturels et technologiques, jeux et loisirs)",252,583305,57800832
"2023","Commerce non alimentaire","Commerce - Grande Surface Spécialisée - Equipement de la personne et loisirs","GSS - Zone de vente - Equipement de la personne (Vêtements , Lingerie, Linge de maison, Chaussures, Maroquinerie et bagages)",618,787379,79042015
"2023","Commerce non alimentaire","Commerce - Grande Surface Spécialisée - Equipement de la personne et loisirs","GSS - Zone de vente - Santé, Soins & Beauté (Pharmacie, Parapharmacie, Opticien, Beauté & bien être, Parfumerie…)",23,34437,8215882
"2023","Commerce non alimentaire","Commerce - Grande Surface Spécialisée - Equipement de la personne et loisirs","GSS - Zone de vente - Sports et Outdoor",99,221369,21949087
"2023","Commerce non alimentaire","Commerce - Grande Surface de Bricolage","GSB (Valeur par défaut)",1323,4439380,279843209
"2023","Commerce non alimentaire","Commerce - Grande Surface de Bricolage","GSB - Administration et bureaux",36,82649,3428854
"2023","Commerce non alimentaire","Commerce - Grande Surface de Bricolage","GSB - Atelier clients",9,16693,1172009
"2023","Commerce non alimentaire","Commerce - Grande Surface de Bricolage","GSB - Cours matériaux couverte (espace d'exposition éclairé et non chauffé)",169,488018,18299554
"2023","Commerce non alimentaire","Commerce - Grande Surface de Bricolage","GSB - Cours matériaux non couverte (extérieur - appoint éclairage)",84,745995,24695926
"2023","Commerce non alimentaire","Commerce - Grande Surface de Bricolage","GSB - Réserve température ambiante",769,2313557,83604124
"2023","Commerce non alimentaire","Commerce - Grande Surface de Bricolage","GSB - Zone de vente non électro-intensif",740,3904760,210832165
"2023","Commerce non alimentaire","Commerce - Grande Surface de Bricolage","GSB - Zone de vente électro-intensif (présentation luminaires)",34,130931,7467010
"2023","Commerce non alimentaire","Commerce - Grande Surface de Bricolage","GSB - Zone découpe matériau",5,16611,1350831
"2023","Commerce non alimentaire","Commerces et services de détail - Equipement de la maison","Commerces et service de détail - Ameublement - Zone vente",847,926468,65443052
"2023","Commerce non alimentaire","Commerces et services de détail - Equipement de la maison","Commerces et service de détail - Animalerie - Zone vente",342,235548,17979216
"2023","Commerce non alimentaire","Commerces et services de détail - Equipement de la maison","Commerces et service de détail - Art de la table - Zone vente",10,5601,469143
"2023","Commerce non alimentaire","Commerces et services de détail - Equipement de la maison","Commerces et service de détail - Bricolage, Décoration - Zone vente",281,224302,18942528
"2023","Commerce non alimentaire","Commerces et services de détail - Equipement de la maison","Commerces et service de détail - Cuisine, Salles de bains - Zone vente",106,66198,5158136
"2023","Commerce non alimentaire","Commerces et services de détail - Equipement de la maison","Commerces et service de détail - Electroménager, Vidéo et HIFI - Zone vente",61,48254,3097550
"2023","Commerce non alimentaire","Commerces et services de détail - Equipement de la maison","Commerces et service de détail - Equipement de la maison (Valeur par défaut)",1163,1024393,72060865
"2023","Commerce non alimentaire","Commerces et services de détail - Equipement de la maison","Commerces et service de détail - Equipement de la maison - Administration et bureaux",59,46139,3304364
"2023","Commerce non alimentaire","Commerces et services de détail - Equipement de la maison","Commerces et service de détail - Equipement de la maison - Réserve d'approche",180,486074,37366938
"2023","Commerce non alimentaire","Commerces et services de détail - Equipement de la maison","Commerces et service de détail - Fleuriste - Zone vente",35,10048,1247636
"2023","Commerce non alimentaire","Commerces et services de détail - Equipement de la maison","Commerces et service de détail - Jardinerie - Zone vente",104,147052,13082156
"2023","Commerce non alimentaire","Commerces et services de détail - Equipement de la maison","Commerces et service de détail - Luminaire - Zone vente",5,2256,196067
"2023","Commerce non alimentaire","Commerces et services de détail - Equipement de la maison","Commerces et service de détail - Service et Réparation de produits et équipements - Accueil public et process",45,30653,1396102
"2023","Commerce non alimentaire","Commerces et services de détail - Equipement de la personne et loisirs","Commerces et service de détail - Accessoire de mode (Bijouterie, …) - Zone de vente",425,78865,15028455
"2023","Commerce non alimentaire","Commerces et services de détail - Equipement de la personne et loisirs","Commerces et service de détail - Bien être (Sauna et Hammam) - Zone Public",16,6650,962232
"2023","Commerce non alimentaire","Commerces et services de détail - Equipement de la personne et loisirs","Commerces et service de détail - Culture, Média et Loisirs (Libraire, produits culturels, jeux et loisirs...) - Zone de vente",246,128856,11474158
"2023","Commerce non alimentaire","Commerces et services de détail - Equipement de la personne et loisirs","Commerces et service de détail - Equipement de la personne (Vêtements, lingeries, linges de maison, chaussures, maroquinerie et bagages...) - Zone de vente",3573,1922133,197068241
"2023","Commerce non alimentaire","Commerces et services de détail - Equipement de la personne et loisirs","Commerces et service de détail - Equipement de la personne et Loisirs (Valeur par défaut)",3569,1545892,188251321
"2023","Commerce non alimentaire","Commerces et services de détail - Equipement de la personne et loisirs","Commerces et service de détail - Equipement de la personne et Loisirs - Administration et bureaux",55,65053,8488993
"2023","Commerce non alimentaire","Commerces et services de détail - Equipement de la personne et loisirs","Commerces et service de détail - Equipement de la personne et Loisirs - Réserve d'approche",57,27951,1500196
"2023","Commerce non alimentaire","Commerces et services de détail - Equipement de la personne et loisirs","Commerces et service de détail - Numérique et téléphonie - Zone vente",451,66732,15134717
"2023","Commerce non alimentaire","Commerces et services de détail - Equipement de la personne et loisirs","Commerces et service de détail - Santé Optique - Zone vente",479,84803,11748533
"2023","Commerce non alimentaire","Commerces et services de détail - Equipement de la personne et loisirs","Commerces et service de détail - Santé, Soins (Pharmacie, Parapharmacie) - Zone vente",340,80757,10247672
"2023","Commerce non alimentaire","Commerces et services de détail - Equipement de la personne et loisirs","Commerces et service de détail - Service Conseil (Agences de voyages…) - Zone vente",29,5661,435704
"2023","Commerce non alimentaire","Commerces et services de détail - Equipement de la personne et loisirs","Commerces et service de détail - Service Laverie automatique - Zone public",4,238,186874
"2023","Commerce non alimentaire","Commerces et services de détail - Equipement de la personne et loisirs","Commerces et service de détail - Service Pressing - Accueil public et process",42,3412,1844489
"2023","Commerce non alimentaire","Commerces et services de détail - Equipement de la personne et loisirs","Commerces et service de détail - Services Equipements de la personne (Cordonnerie, Couturier,…) - Accueil public et process",31,5579,612916
"2023","Commerce non alimentaire","Commerces et services de détail - Equipement de la personne et loisirs","Commerces et service de détail - Soins & Beauté (Beauté & bien être) - Zone soins",213,40723,7785669
"2023","Commerce non alimentaire","Commerces et services de détail - Equipement de la personne et loisirs","Commerces et service de détail - Soins & Beauté (Parfumerie, cosmétique…) - Zone vente",282,48745,8575492
"2023","Commerce non alimentaire","Commerces et services de détail - Equipement de la personne et loisirs","Commerces et service de détail - Soins de la personne (Coiffeur, Salon d'esthétique, Massage) - Zone vente",688,63706,15300736
"2023","Commerce non alimentaire","Commerces et services de détail - Equipement de la personne et loisirs","Commerces et service de détail - Sports et Outdoor - Zone vente",253,309509,24484802
"2023","Culture","Culture et spectacles - Bibliothèque, médiathèque et service d'archives","Bibliothèque, médiathèque et service d'archives - Administration et bureaux (Bureaux Standards)",61,135053,12190401
"2023","Culture","Culture et spectacles - Bibliothèque, médiathèque et service d'archives","Bibliothèque, médiathèque et service d'archives - ERP - Salle de lecture, d'exposition, de conférences, hall d'accueil",243,541956,57197512
"2023","Culture","Culture et spectacles - Bibliothèque, médiathèque et service d'archives","Bibliothèque, médiathèque et service d'archives - Valeur par défaut",480,1090787,109009971
"2023","Culture","Culture et spectacles - Bibliothèque, médiathèque et service d'archives","Bibliothèque, médiathèque et service d'archives - Zone de conservation des collections sans contrôle hygrométrique",18,54763,3360313
"2023","Culture","Culture et spectacles - Bibliothèque, médiathèque et service d'archives","Bibliothèque, médiathèque et service d'archives - Zone de conservation et de traitement des collections avec contrôle climatique complet (température et hygrométrie)",34,243976,27055719
"2023","Culture","Culture et spectacles - Cinéma","Cinéma - Accueil du public et couloirs",4,8702,861898
"2023","Culture","Culture et spectacles - Cinéma","Cinéma - Administration et bureaux (Bureaux Standards)",6,24237,3867876
"2023","Culture","Culture et spectacles - Cinéma","Cinéma - Salle de cinéma et cabine de projection",86,366897,60615382
"2023","Culture","Culture et spectacles - Cinéma","Cinéma - Valeur par défaut",139,457171,62643341
"2023","Culture","Culture et spectacles - Espèces vivantes","Espèces vivantes (Valeur par défaut)",17,35603,4783223
"2023","Culture","Culture et spectacles - Espèces vivantes","Espèces vivantes - Administration et bureaux (Bureaux Standards)",10,19893,5530625
